"","X","text","score","polarity"
"292",292," yup caused covid russiaukraine war directly responsible chip shortages etc didnt know",0,"Netral"
"293",293,"ukrainian embassy blast madrid devices found across spain ",0,"Netral"
"294",294,"biden macron resolve hold russia accountable atrocities war crimes ukraine ",0,"Netral"
"295",295," take worst conditions dillydally give ukraine equipment necessary win war russia insane dragging time killings russians counting delay ",-1,"Negatif"
"296",296,"latest biden macron vow unity russia discuss trade row presidents joe biden emmanuel macron vowed maintain united front russia thursday amid growing worries waning support ukraines war effort us europe",0,"Netral"
"297",297," alex jones predicted russiaukraine war ",0,"Netral"
"298",298," blackrock reason american still support war ukraine love ukranaire protect blackrock investment ukraine america property russia land",3,"Positif"
"299",299," maybe russia lose ukraine losing arrogant jerks provoked war may go nuclear disturbed obsession russia",-2,"Negatif"
"300",300,"fighting east ukraine descends trench warfare russia seeks breakthrough ",1,"Positif"
"301",301,"alex jones awkwardly tries change subject bringing ukrainerussia war fuentes says prorussia proputin ye says also ",0,"Netral"
"302",302," study american adventurism since nato expansion obsession part ",1,"Positif"
"303",303," wall street journal foreign minister said waves russian strikes ukraines civilian infrastructure left six million people without power intended slow delivery foreign weapons ukraine ",-1,"Negatif"
"305",305,"russias war ukraine latest news russia presses ukraine east south via ",0,"Netral"
"306",306,"ukraine war amazing video video shows footage ukrainians fighting front line ",0,"Netral"
"309",309,"lessons russias cyberwar ukraine theeconomist ",0,"Netral"
"310",310," looting centuries coz lands resources thats even russia ukraine war causing energy crisis example africa reclaim everything stolen barbarians",0,"Netral"
"311",311,"latest eu edging closer setting usd perbarrel price cap russian oil highly anticipated complex political economic maneuver designed keep russias supplies flowing global markets clamping putins ability fund war ukraine",-1,"Negatif"
"312",312,"loyal soldiers putin ukraine activists call militarization schools russianoccupied crimea war crime ",0,"Netral"
"313",313,"day key events yesterday busy morning screenshots today sorry ",0,"Netral"
"314",314,"ukraine top agenda talks president biden president emmanuel macron france arrived washington visit include state dinner thursday night ",1,"Positif"
"315",315," many ukrainian soldiers killed war official russiaukraine war news latest figures follow lightning counteroffensive ",-1,"Negatif"
"316",316,"president biden vowed us france work alongside allies hold russia accountable war ukraine joint news conference french president emmanuel macron thursday something practical nasty",1,"Positif"
"317",317," guess last laugh ukraine since theyre embarrassing russia right battlefield got russia stuck unwinnable grindfest war end puts nato right russias border real smooth moves putin",1,"Positif"
"318",318," pledge hold accountable war crimes committed regular armed forces ",0,"Netral"
"319",319," nazis ukraine armed forces russia ukraine nazis shelling civilians donbass still defending sympathizing nazis fighting proxy war nato led us pick debate john mearsheimer",1,"Positif"
"320",320,"zelensky says energy supply issues persist russian strikes ",-1,"Negatif"
"321",321,"russia vs ukraine war update live russia intensifies attacks kherson pull news live ",0,"Netral"
"322",322,"ukraine war zelensky aide reveals war dead ",-1,"Negatif"
"323",323,"ten million ukrainians without electricity winter sets zelensky says ",0,"Netral"
"324",324," reliable sources figure things looking indirect data ukraine struggling finish war asap regardless cost russia good standing win russia needs hold war going year ",2,"Positif"
"325",325,"russian bmp struck mine zaporizhia oblast ukraine war footage ",-1,"Negatif"
"326",326," arent horrified war crimes committed russia ukraine least horrified russian entertainment bad cant tell supposed hilarious confusing sake television film entertainment russia must stopped ",-2,"Negatif"
"327",327,"russia vs ukraine combat footage day ",0,"Netral"
"328",328,"ukraine live briefing shelling leaves kherson dark biden macron condemn russia ",-1,"Negatif"
"329",329,"us supporting ukraine hopes weakening russia toppling govt stealing natural resources war crimesreparations tribunal ukraine supporters denial history ",-1,"Negatif"
"330",330," joking main reason nato bombed serbia nato proukraininan plus pushed towards war luring ukraine nato contrary earlier agreements russia serbs hate ukraine think got asked ",-1,"Negatif"
"331",331," russia ukraine war",0,"Netral"
"332",332," yes russia illegally invaded ukraine however ukraine wasnt innocent actions leading war ukraines inability recognize autonomous zones doesnt justify russians use americannatodesigned preventive war either",0,"Netral"
"333",333," drag administration positions absent election theyre going sit around thumbs asses like russiaukraine war forced act ya dont fight workers",1,"Positif"
"334",334,"russias cyber offensive continues nonstop data breach today via ",0,"Netral"
"335",335," stop nato war mongering nato nothing us hegemony canadians dont want involved suppressing emerging countries russia china part global economy war ukraine proxy war us versus russia",0,"Netral"
"336",336,"yellin blaming inflation americans saying bought much electronics office furniture cadaver chief gutted domestic oil production leading inflation add ukraine war russia opec others clown chiefs blame list",0,"Netral"
"337",337,"footage gopro war ukraine javelin shooting russian fighter battle trenches ",0,"Netral"
"338",338," wall may germany purely sovietrussian construct millions people come america every year millions russians fled putin imperialism alternative truth russias war genocide ukraine",-1,"Negatif"
"339",339," even russia losing scenario doesnt change ukraine state toast due used cannon fodder proxy war",0,"Netral"
"340",340," american proxy war ukraine weapons ammo left usa literally war russia using ukraine soldiers citizens meat usa decides war reality usa making money losing anything",-1,"Negatif"
"341",341," reading pleasure vatnik ",1,"Positif"
"342",342," f tv shows entertainment stupid masses remove audiences focus real game changes west media west problem russia fight geopolitics war ukraine last uks needed",-1,"Negatif"
"343",343," nominal useless ppp far important russia quite literally war nation billion dollars aid sixty billion nato aid yet ukraine still losing anything russia showing immense strength nato",1,"Positif"
"344",344,"make mistake challenging year un international diplomacy overall however un made year better shape seemed likely march ",0,"Netral"
"345",345,"lol radar shoes russia preparing air strikes want ukraine take ukraine war know ",0,"Netral"
"346",346," newsweek resurfaced clip volodymyr zelensky dancing high heels goes viral ",0,"Netral"
"347",347,"united states president joe biden called russias bombings ukrainian infrastructure sick expressed willingness negotiate russian president vladimir putin end war ",1,"Positif"
"348",348,"updated biden macron vow hold russia accountable ukraine war crimes world ",0,"Netral"
"349",349,"despite battlefield successes ukraine retaking half territory russia captured since invaded february end war sight anytime soon ",1,"Positif"
"350",350," morally right thing smart thing help ukraine crush russia right dont get dragged war later ",1,"Positif"
"351",351," journalists plea west pay attention ukraine fate ",-1,"Negatif"
"352",352," coverage post lots ",0,"Netral"
"353",353,"live ",0,"Netral"
"354",354,"one thing supply chain disruption china russia ukraine war please solve problems negotiate world benefit world better ",-1,"Negatif"
