"","text","score","polarity"
"142","@DylanBurns1776 The longer this was goes on, the more I hate Ukraine. That’s not to say I like Russia. Their invasion was imperialism and was done for the sake of natural gas. But the Ukrainian government and military are run by savage war criminals, too.",-1,"Negatif"
"143","@valschuman @DanyloBandera @BloodOfTyrants2 @Leonid2605 @Biz_Ukraine_Mag Agreed,   it is the monstrous soviet ideology and Soviet regime that pit people against each other, created divisions and made neighbors that lived together for centuries hate each other. Hopefully this war is russia’s last crime",-3,"Negatif"
"144","@SenTedCruz Oh please stop patting yourself on the back. The war in Ukraine would have happened because Russia thought they saw a week of country and it was a way into for a takeover. And yes, getting into bed with the Russians to build a pipeline doesn't look good on you. Ted",1,"Positif"
"145","Olaf Scholz has suggested that Europe should go back to its pre-war “peace order” with Russia and resolve “all questions of common security” after the war in Ukraine if President Putin is willing to renounce aggression against his neighbours. https://t.co/vnu7V01sc8",-1,"Negatif"
"146","Andy Vermaut shares:EU Wants A Special Court To Try Russia For Ukraine War Crimes: European Commission President Ursula von der Leyen speaks in Dublin on Dec. 1, 2022. ""Russia must pay for its horrific crimes,"" she said, laying out arguments… https://t.co/DFlLSNxDNp Thank you. https://t.co/uIbQd9rF0f",-1,"Negatif"
"147","@KyivIndependent Why hasn't the US sanctioned the ex-KGB ""Patriarch"" Kirill who blessed and encouraged Russia's war on Ukraine?",0,"Netral"
"148","Russia-ukraine War: Importance Of Drones In Nigerias Anti-insurgency Fight https://t.co/9DfghBSe0q #news #riskmap",0,"Netral"
"149","@PavlovsCat6 @MuellerSheWrote @DeadlineWH @GOPLeader @Jim_Jordan @JamesComer @JudiciaryGOP @mattgaetz @HouseGOP Oh yeah that’s right last Republican administration gas price:$1.87 inflation 2% southern border much better shape than present no wars with Ukraine China Russia Iran North Korea not stepping out of line. But yeah $5.00 gas 8.7% inflation food shortages war at ever step. Yup",2,"Positif"
"150","“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA~#INDIA ~ &amp; “ALL #SCO MEMBERS”!!! 
“BY” -  The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract 

https://t.co/jmRcneF6Sc",0,"Netral"
"151","Russia accuses US of ‘direct’ participation in Ukraine war, but Lavrov open to talks https://t.co/lUjIOVafcP",-1,"Negatif"
"152","France backs plans for tribunal for Russian officials over Ukraine war | Russia | The Guardian https://t.co/qoDfTM90p0",0,"Netral"
"153","Russia-Ukraine war: Importance of drones in Nigeria’s anti-insurgency fight - Punch Newspapers https://t.co/dHasfHPAqL",-1,"Negatif"
"154","@enuf_tweetr @JackMurphyRGR I haven't praised Russia at all. I am also not praising Ukraine. America has its own regional security issues and domestic problems. When the trade war with China turns hot being depleted from supplying a proxy war won't be good for anyone in the world.",2,"Positif"
"155","US approves $380 million missile sale to Finland as it seeks to join NATO https://t.co/sqMHesJYGg",0,"Netral"
"156","Historic Victory From Ukraine: The War Is Now In Russia! https://t.co/aUAau2jZoO via @YouTube",0,"Netral"
"157","Do rural Russians think the war is going well?
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/Nq5MHblbBL",0,"Netral"
"158","@KremlinRussia_E Uncle,USA,UK &amp; NATO group supply weapon to Ukraine. I think Russia will be finished due to Ukraine War.Western Union always kill U. After all U will be guilty before applying nuke &amp; after applying nuke. So, apply nuke on Ukraine with out any delay &amp; hesitation.",-3,"Negatif"
"159","Russia-Ukraine war: Importance of drones in Nigeria’s anti-insurgency fight https://t.co/RikpF7PKXY",-1,"Negatif"
"160","@kind_source @shadesisla @LambleyB @TheStudyofWar I condemn the war in Ukraine but dont you think Africans have memory. While Europeans were enslaving and colonizing them Russia helped them out of that bondage",-1,"Negatif"
"161","Ukraine 'holding upper hand' over Russia in winter fight - WATCH https://t.co/esUBxaFPP1 ..
... It's easy for Putin to send his troops into hell !",0,"Netral"
"162","Russia fully intends to create the conditions that are not livable in Ukraine in winter. Russians know what they are doing and mean to do it. Here the Russian channel Crazy About the Z War enumerates all the perks of the destruction of the energy grid. https://t.co/qRF07lxT6E",-1,"Negatif"
"163","RUSSIA READY TO LOSE IN BAKHMUT! Current Ukraine War News With The Enfor... https://t.co/eiUX6rO3R6 via @YouTube",0,"Netral"
"164","@KremlinRussia Uncle,USA,UK &amp; NATO group supply weapon to Ukraine. I think Russia will be finished due to Ukraine War.Western Union always destroy U. After all U will be guilty before applying nuke &amp; after applying nuke. So, apply nuke on Ukraine with out any delay &amp; hesitation.",-3,"Negatif"
"165","i'm not an expert but i'm pretty sure ww1 was a little bit worse than ukraine-russia war so far. @PrepperCanadian 

Battle of Verdun (21 feb - 18 dec 1916): ""The Germans had lost over 430k men killed or wounded and the French approximately 550k."". That's battle of Verdun alone. https://t.co/osR7WFxRhr",-2,"Negatif"
"166","What Has Russia Gained Or Lost From Its War On Ukraine? Muscovites Weigh In.
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/zC96SrKp9J",0,"Netral"
"167","@Macmlw @visegrad24 - Izya, is it true that NATO is at war with Russia in Ukraine?
- Yes it's true
-and how it's going? 
- ohhh the Russians have thousands of machines burned, thousands killed, hundreds of planes shot down
- And what about NATO?
- you won't believe.... they haven't arrived yet",0,"Netral"
"168","@ejmalrai A harder case would be: what has Russia don in Ukraine that 𝘪𝘴𝘯'𝘵 a war crime?
https://t.co/6ZSfUnksYT https://t.co/UfZDuoyK1C",0,"Netral"
"169","A most unfortunate outcome related to Russia having nuclear weapons is that this war, this invasion of #Ukraine by Russia is a very one sided war.

Meaning, Ukraine won't even be given artillery that can reach soil in Russia for fear of escalation.

Meanwhile Russia continues to",-2,"Negatif"
"170","Russia-Ukraine war at a glance: what we know on day 282 of the invasion https://t.co/QLi5tWJK7L",0,"Netral"
"171","Any wintertime letup in combat operations, Ukrainian officials believe, would give Russia’s beleaguered army a chance to rest, regroup and try to seize momentum that has eluded Moscow’s forces throughout more than nine months of fighting.

https://t.co/1Co0dwY11J",0,"Netral"
"172","RUSSIA READY TO LOSE IN BAKHMUT! Current Ukraine War News With The Enfor... https://t.co/nkhziGFTm1 via @YouTube #Ukraine️  #Bakhmut",0,"Netral"
"173","Biden and Macron diverge on willingness to engage with Putin https://t.co/e9NApOQspd",1,"Positif"
"174","@SahilKu06742800 @pbhushan1 Petrol was 35 Rs in 2004 in Delhi and reached 72 Rs in 2014. Means 100% increase during Congress. Its 97 Rs now in Delhi. Means 35% increase during Modi govt. That too after ukraine russia war. In other countries, prices got almost doubled

People #forget the past govt very soon",0,"Netral"
"175","@ejmalrai The entire war is a war crime. 
https://t.co/EsUL9ZFtJJ https://t.co/rPfoB9ItDo",0,"Netral"
"176","@WarMonitors The war is over. Russia lost. Ukraine is just mopping up the remnants.",0,"Netral"
"177","Ukraine War: 'Resilience of Ukraine is key going forward'
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/SK3FH6ymQ5",0,"Netral"
"178","Macron’s visit to Washington revealed the bitter rivalries tearing apart the NATO alliance as it wages war on Russia in Ukraine. Macron warned that protectionist US policies could “fracture” NATO.
https://t.co/NFj346VB42",-2,"Negatif"
"179","RUSSIA READY TO LOSE IN BAKHMUT! Current Ukraine War News With The Enfor... https://t.co/xZkaS9Dkp9 via @YouTube",0,"Netral"
"180","@NMentally @InsanityIsFree One can argue that the invasion of Ukraine is a war crime, one can argue, as you said, that ""Ukraine should not be invaded"" OK fine. But to argue that Russia has no reason, well, that's pretty much unsupportable.",1,"Positif"
"181","GoPro footage! UKRAINE fighters encircle RUSSIAN troops south of kherson
#Russia #UkraineRussiaWar #America #Britain #war #Kherson
https://t.co/GwtHGrSlPh",0,"Netral"
"182","Working capital management has become a strategic focus for companies in Asia-Pacific (APAC) as they face high inflation, strained supply chains &amp; the impacts of the Russia-Ukraine war. Check out AFP’s APAC Treasury Advisory Council's discussion. https://t.co/NQP0MIUFNN https://t.co/g8Nhf63RfF",-1,"Negatif"
"183","Ukraine war latest news: 'Massive attack imminent' amid high activity at Russian air base: The Telegraph https://t.co/w3svEgGIwY 

MORE w/ RSS: https://t.co/jmlASEI6ge",-1,"Negatif"
"184","As many as 13,000 Ukrainian soldiers have been killed since #Russia invaded #Ukraine in February, a Kyiv official has said.  He said this was the “number of dead”, adding that many more soldiers had been wounded  #RussiaUkraine https://t.co/eYB4bi8HWA",-1,"Negatif"
"185","@POTUS Then why did your Treasury Secretary go on late night TV to blame consumer spending and Russia’s war with Ukraine for inflation? So dishonest",-2,"Negatif"
"186","@0atmilkNFT USA or Japan wins world cup soon
Trump win election
Bitcoin will indeed goes to zero
USDT collapse
CBDC takeover
Russia and Ukraine war last for 5-10 years",1,"Positif"
"187","Making this war so personal is probably one of the biggest mistakes Ukraine made.

The level of dehumanisation is something I've never seen before in modern Europe.

There is a deep visceral anger in Russia because of all this, and this is why Russia will go the whole distance.",-1,"Negatif"
"188","@PRSundar64 For stability Russia- Ukraine war should end",1,"Positif"
"189","RUSSIA READY TO LOSE IN BAKHMUT! Current Ukraine War News With The Enfor... https://t.co/JjyBS1TXMV via @YouTube",0,"Netral"
"190","Biden Urges Russia To End War 'The Rational Way' By Withdrawing From Ukraine (perfect answer by Biden to a very loaded question imo) https://t.co/jHmFkmtDvt",0,"Netral"
"191","@hasanthehun remember when you said Russia would never start a war with the Ukraine?",0,"Netral"
"192","Ukraine war footage 28, Ukrainian forces destroy Russian tank
#America #Russia #war #Ukraine #Britain #UkraineRussiaWar
https://t.co/8U5jZZHPTw",-2,"Negatif"
"193","“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA~#INDIA ~ &amp; “ALL #SCO MEMBERS”!!! 
“BY” -  The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract 
https://t.co/8pivrAjRBj",0,"Netral"
"194","How many more Ukranians have to die Mr Zelensky, before you realize you cannot win this war? 
Zelensky says Ukraine preparing a ‘powerful countermeasure’ against Russia https://t.co/KHbaJr4HpT",0,"Netral"
"195","RUSSIA READY TO LOSE IN BAKHMUT! Current Ukraine War News With The Enfor... https://t.co/arAWvBRZsW via @YouTube",0,"Netral"
"196","Germans Struggle with Influx of Ukrainian Refugees | Olaf Scholz | Zelensky | Russia Ukraine War
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/3bvEtXBDjC",0,"Netral"
"197","@Jkentner8 @KyivIndependent @POTUS @ZelenskyyUa @JakeSullivan46 @SecBlinken What do you get from the war between Ukraine and Russia? A boost in excitement? Safety? Happiness? Asking a sincere question.",2,"Positif"
"198","December 1, 2022 Russia-Ukraine news - CNN - https://t.co/NiafCeDLXI",0,"Netral"
"199","Just Now! Big Explosion! Ukraine Drone Attack Sparks Inferno at Russian Oil Depot!
#news #Kherson #America #war #Russia #UkraineWar
https://t.co/tuvDh73DHK",0,"Netral"
"200","@BunBoxMomo @Lokihan3 @JackBurtonsX2 @AlanRMacLeod I could handle that too. Stop finding war in Ukraine. Let.russia win and start buying cheap Russian fuel. Not a complete fix but a big step in helping America. Along with upping the drilling mining and fracking here at home. It would fix all of this.",1,"Positif"
"201","Russia Should Use Advanced Weapons In Ukraine War: Defence Minister - NDTV https://t.co/pK6qCNVw6d",0,"Netral"
"202","Algeria, unlike Iran and North Korea, has in no way supported Russia’s rogue behavior in Ukraine. By the same token, Algeria has not bowed to Western pressure to end its dealings with Russia, nor taken official stances against Moscow over Ukraine.

https://t.co/qPW3ToVZoZ",0,"Netral"
"203","In Europe and #CentralAsia, instead of a decline
due to the war in #Ukraine, #remittance flows are expected to increase by 10.3% in 2022. In #Uzbekistan🇺🇿, the share of remittances from Russia to increase from 54% in 2021 to 80% in 2022. https://t.co/alldtmAM4u @GlobalKNOMAD https://t.co/gUk1wYt5GS",-1,"Negatif"
"204","Zelensky warns Russian 'terrorists' are planning more strikes on Ukraine's energy infrastructure after Kyiv branded Putin's war that has left millions without power ahead of cold winter a 'genocide'
via https://t.co/YJ753LHpqQ https://t.co/A1240sMnOC",-1,"Negatif"
"205","“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA~#INDIA ~ &amp; “ALL #SCO MEMBERS”!!! 
“BY” -  The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract 

https://t.co/mImsMUUcIA",0,"Netral"
